4.9,7.097353747104132e-108
5.0,4.832538586285739e-112
5.1,2.6939858639281127e-116
5.2,1.2295788896785775e-120
5.3,4.594715099313803e-125
5.4,1.4057298941044412e-129
5.5,3.5211641958573765e-134
5.6,7.221239971031721e-139
5.7,1.212490602417591e-143
5.8,1.666809966762074e-148
5.9,1.8760089231291867e-153
6.0,1.7287206287048503e-158
6.1,1.3042349463552125e-163
6.2,8.056157619995585e-169
6.3,4.07418907820617e-174
6.4,1.6869239703504947e-179
6.5,5.718616093897707e-185
6.6,1.5871847373288475e-190
6.7,3.6066592966630186e-196
6.8,6.710020735479602e-202
6.9,1.0220772215005347e-207
7.0,1.2746315392613077e-213
7.1,1.3014476839832691e-219
7.2,1.0879523459983709e-225
7.3,7.44619036157789e-232
7.4,4.172530309530116e-238
7.5,1.9142822353589968e-244
7.6,7.190408128323798e-251
7.7,2.2112722604619506e-257
7.8,5.567650915280907e-264
7.9,1.1477383182731273e-270
8.0,1.9371126100575064e-277
8.1,2.6767509098298868e-284
8.2,3.028322708978564e-291
8.3,2.805029617536171e-298
8.4,2.1272270788069642e-305
8.5,1.32078265792e-312
8.6,6.7144e-320
8.7,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.2,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.6,0.0
9.7,0.0
9.8,0.0
9.9,0.0
